[header]
width=50
height=50
tilewidth=64
tileheight=32
music=music/dungeon_theme.ogg
tileset=tilesetdefs/tileset_dungeon.txt
title=Ancient Dungeon Level 10

[tilesets]
tileset=../../tiled/dungeon/tiled_collision.png,64,32,0,0
tileset=../../tiled/dungeon/tiled_dungeon.png,64,128,0,0
tileset=../../tiled/dungeon/set_rules.png,64,32,0,0
tileset=../../tiled/dungeon/tiled_dungeon_2x2.png,128,64,0,16
tileset=../../tiled/dungeon/door_left.png,64,128,-16,-8
tileset=../../tiled/dungeon/door_right.png,64,128,16,-8
tileset=../../tiled/dungeon/stairs.png,256,256,0,48

[layer]
type=background
data=
17,18,18,16,18,17,17,16,17,17,17,18,17,17,16,18,17,18,17,17,16,17,18,18,16,18,16,16,17,17,17,18,18,18,16,18,17,18,17,16,17,16,17,17,17,17,18,17,16,16,
18,18,18,16,18,16,16,16,17,16,16,17,18,16,17,18,17,16,18,16,16,17,17,17,18,16,16,17,18,17,17,16,17,16,18,17,18,17,18,16,17,16,17,18,18,16,17,17,18,17,
18,18,16,18,17,17,17,16,16,17,17,18,16,17,16,17,18,18,18,18,17,16,17,17,18,17,18,17,16,17,16,18,16,17,18,18,17,16,17,18,16,17,17,16,18,18,17,18,18,16,
17,16,16,16,18,16,17,16,18,16,17,16,16,16,18,18,17,16,16,16,17,17,17,16,16,18,18,18,17,17,17,17,17,17,17,17,18,17,18,18,17,16,16,17,17,17,18,16,16,16,
17,18,16,17,16,16,16,18,18,18,17,16,17,17,16,18,18,16,17,17,18,17,18,16,18,16,16,16,18,18,16,18,16,17,16,17,16,16,16,16,17,16,17,16,17,16,17,18,16,16,
17,17,18,16,18,18,18,18,18,17,16,18,17,17,18,17,17,17,17,18,16,17,16,16,16,16,18,18,17,18,16,18,17,17,17,16,17,17,16,16,18,16,16,17,17,17,18,18,18,17,
18,18,17,16,18,16,18,16,18,17,18,18,18,16,18,16,16,18,16,16,18,17,18,16,17,17,16,16,16,16,16,17,17,18,16,18,18,17,16,18,18,18,18,18,16,17,17,17,16,16,
18,16,17,18,17,16,18,17,16,17,16,16,17,18,17,17,17,18,17,16,17,18,17,17,16,17,18,16,16,16,16,16,17,17,17,16,18,17,17,18,16,18,18,18,18,18,16,18,16,18,
16,18,16,16,17,18,16,18,18,18,17,17,18,17,18,17,18,18,18,16,16,18,16,18,17,17,16,16,17,17,17,16,18,16,18,17,18,17,16,17,18,18,18,18,16,16,18,18,17,18,
18,17,16,18,17,16,17,16,17,17,17,16,18,18,18,18,16,16,18,18,17,16,16,16,17,17,18,16,17,16,18,16,18,16,16,17,16,17,17,18,17,17,18,16,17,16,18,17,18,17,
18,18,18,18,17,16,16,16,17,18,17,16,18,16,16,16,18,16,17,17,16,18,18,17,17,17,16,18,17,18,16,16,16,18,17,16,18,17,16,17,16,16,17,16,17,16,16,17,17,18,
18,18,17,18,18,16,16,16,18,18,17,17,16,17,17,17,17,16,16,18,17,16,18,16,17,16,17,18,17,17,17,18,17,17,16,17,18,17,16,18,16,16,16,17,18,18,18,18,17,18,
17,18,16,16,16,17,16,17,16,16,16,17,16,17,16,17,17,18,17,18,17,17,18,17,16,16,16,16,18,17,16,16,17,18,18,16,18,18,16,16,16,18,17,18,18,16,18,18,16,17,
17,18,16,17,18,18,18,16,17,17,18,16,17,17,17,17,16,16,17,18,18,18,16,16,16,17,18,17,16,17,17,18,18,16,18,16,16,17,16,18,17,16,17,18,16,18,18,16,18,16,
17,18,16,17,17,17,17,18,17,16,16,17,16,18,17,17,18,16,18,18,18,16,16,17,17,17,17,16,18,16,16,18,17,17,17,18,18,18,17,16,16,17,16,16,18,17,16,16,16,18,
16,18,18,17,17,18,17,16,17,16,16,17,17,17,16,16,17,18,17,18,17,17,18,17,16,16,18,16,18,18,16,16,17,16,16,18,17,17,17,17,18,18,16,17,18,17,18,17,16,18,
18,18,16,17,18,16,17,17,18,16,16,16,17,18,17,18,18,17,18,17,16,17,18,16,17,17,17,18,17,18,17,17,17,17,17,16,16,17,18,18,16,16,16,16,17,17,16,18,17,18,
